bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,available_copies,publication_date,publisher,subject
55,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,521618746,9.78052E+12,eng,289,609271,7139,08/01/05,Cambridge University Press,"{''Adaptations'',''Tragedy'',''Princes'',''Literature'',''Shakespeare'',''Blacks'',''Adaptations'',''Bibliography'',''Teatro'',''Miscellanea'',''Muerte'',''Theater'',''Príncipes'',''Literature'',''Adaptations'',''Homicide'',''Adaptations''}"
56,The Road,Cormac McCarthy,3.97,307265439,9.78031E+12,eng,241,606433,34301,9/26/2006,Alfred A. Knopf,"{''Ethics'',''Disasters'',''Novels'',''Adventure'',''Travel'',''Robinsonades'',''Apocalypse'',''Dystopia''}"
57,Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,440241413,9.78044E+12,eng,368,603675,10079,11/04/03,Dell Publishing Company,"{''Literature'',''Bildungsromans''}"
58,The Two Towers (The Lord of the Rings  #2),J.R.R. Tolkien/Peter S. Beagle,4.44,618346260,9.78062E+12,eng,322,593467,5798,09/05/03,Houghton Mifflin,"{''Fiction'',''Fiction''}"
59,Macbeth,William Shakespeare,3.9,743477103,9.78074E+12,eng,249,592315,7791,07/01/13,Simon  Schuster,"{''Art'',''Youth'',''Literature'',''Art'',''Succession'',''Dominanzstreben'',''Succession'',''Sources'',''Mennonites'',''Regicides'',''Youth'',''Succession'',''Succession'',''Adaptations'',''kings'',''Intrige'',''Sources'',''History'',''Mennonites'',''Dramatik'',''Mennonites'',''Adaptations''}"
60,The Joy Luck Club,Amy Tan,3.92,143038095,9.78014E+12,eng,288,565524,7255,9/21/2006,Penguin Books,"{''Literary'',''California'',''Literature'',''Sagas''}"
61,Charlie and the Chocolate Factory (Charlie Bucket  #1),Roald Dahl/Quentin Blake,4.13,142403881,9.78014E+12,eng,176,558799,7239,06/02/05,Puffin Books,"{''Fiction'',''OverDrive'',''OverDrive'',''Romans'',''Fiction'',''Behavior'',''Fiction''}"
62,A Walk to Remember,Nicholas Sparks,4.17,446693804,9.78045E+12,eng,240,555995,10173,09/01/04,Grand Central Publishing,{}
63,Emma,Jane Austen/Fiona Stafford,4,141439580,9.78014E+12,eng,474,549271,11117,05/06/03,Penguin Books,"{''Humorous'',''Bildungsromans'',''Readers'',''Bildungsromans'',''Readers''}"
64,Matilda,Roald Dahl/Quentin Blake,4.31,141301066,9.78014E+12,eng,240,541914,11576,06/01/98,Puffin Books,"{''Filles'',''Schools'',''Girls'',''Muchachas'',''Girls''}"
65,The Firm,Robin Waterfield/John Grisham,4.01,582418275,9.78058E+12,eng,76,540910,3378,2/15/2000,Addison Wesley Publishing Company,{}
66,Middlesex,Jeffrey Eugenides,4,312422156,9.78031E+12,eng,529,540349,19548,9/16/2003,Picador USA,"{''Einwanderer'',''Hermaphroditism'',''Intersexuality'',''Einwanderer'',''Hermaphrodites''}"
168,Black Beauty,Anna Sewell,3.96,439228905,9.78044E+12,eng,245,208684,3358,03/01/03,Scholastic Paperbacks,{'Horses'}
67,The Memory Keeper's Daughter,Kim Edwards,3.67,143037145,9.78014E+12,eng,401,535636,17550,5/30/2006,Penguin Books,"{''Twins'',''Ficción'',''Literature''}"
68,The Five People You Meet in Heaven,Mitch Albom,3.93,1401308589,9.7814E+12,eng,196,520051,16562,9/23/2003,Hyperion,"{''Readers'',''Religious'',''Muerte'',''diners'',''Heaven'',''Mort'',''Accidents'',''Ancianos''}"
70,Dear John,Nicholas Sparks,4.03,446528056,9.78045E+12,eng,276,502726,9645,10/30/2006,Warner Books (NY),"{''Soldiers'',''Fiction''}"
69,Uglies (Uglies  #1),Scott Westerfeld,3.86,689865384,9.78069E+12,eng,425,516152,20708,02/08/05,Simon Pulse,{'Friendship'}
71,Crime and Punishment,Fyodor Dostoyevsky/David McDuff,4.21,143058142,9.78014E+12,eng,671,483122,10265,12/31/2002,Penguin,"{''Guilt'',''Psychological'',''Crime'',''Guilt''}"
73,Something Borrowed (Darcy & Rachel  #1),Emily Giffin,3.85,031232118X,9.78031E+12,eng,322,454917,7487,06/01/04,St. Martin's Press,{}
72,The Red Tent,Anita Diamant,4.17,312353766,9.78031E+12,eng,336,470858,15859,11/01/05,St. Martin's Press,"{''Fiction'',''Fiction''}"
74,Jurassic Park (Jurassic Park  #1),Michael Crichton,4.02,030734813X,9.78031E+12,spa,480,451443,3647,04/04/06,Plaza y Janes,"{''paleobotanists'',''Dinosaurios'',''biotechnologists'',''Dinosaurios'',''backdoor'',''dichogamy'',''biotechnologists'',''dinosaurs''}"
75,The Color Purple,Alice Walker,4.2,671727796,9.78067E+12,eng,295,445206,9643,04/01/04,Pocket,"{''Fiction'',''Vrouwenemancipatie'',''Vrouwenemancipatie'',''Noires'',''Noires''}"
76,Persuasion,Jane Austen/James Kinsley/Anna Massey/Richard S. Hartmetz/Maurgaux Motin/Deidre Shauna Lynch,4.14,192802631,9.78019E+12,eng,249,441462,11308,3/18/2004,Oxford University Press,"{''Courtship'',''Literature'',''Officers'',''Literature'',''Sœurs''}"
77,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,316010669,9.78032E+12,eng,296,437507,12937,04/03/07,Back Bay Books,"{''Intuición'',''Intuïtie'',''History'',''Nonfiction'',''Besluitvorming'',''Recovery'',''Intuición'',''PSYCHOLOGY'',''Pensée''}"
78,Interview with the Vampire (The Vampire Chronicles  #1),Anne Rice,3.99,345476875,9.78035E+12,eng,342,433413,7368,8/31/2004,Ballantine Books,"{''Fiction'',''Vampiros'',''Vampiros''}"
79,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey/Jim Collins,4.1,743269519,9.78074E+12,eng,372,431987,7024,11/09/04,Free Press,"{''Selbsterziehung'',''Character'',''Efficiency'',''Leidinggeven'',''Succès'',''Éxito'',''Succès'',''Character'',''Éxito'',''Logro'',''Erfolg'',''Ontwikkelingspsychologie'',''Exito''}"
110,Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,3.8,91883768,9.78009E+12,eng,96,311436,8421,02/07/02,Vermilion,"{''Change'',''Teenagers'',''Mice'',''Fiction''}"
80,Misery,Stephen King,4.16,450417395,9.78045E+12,eng,370,429510,7051,11/01/88,New English Library,"{''abuse'',''Prisoners'',''Fiction'',''Literary'',''prisoner'',''abuse'',''prisoner'',''Prisoners'',''Writers'',''prisoner'',''Novelists'',''thriller''}"
82,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,4.13,739461192,9.78074E+12,eng,291,414947,12116,10/18/2005,William Morrow; 1ST edition,"{''Biography'',''Pets'',''Biography'',''Biography''}"
81,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson/Tony Goldwyn,3.99,739303406,9.78074E+12,eng,447,421575,23793,02/11/03,Random House Audio Publishing Group,"{''Architectes'',''Criminals'',''Architectes'',''Biography'',''Urban'',''Murder'',''Murder'',''Architects'',''Murder''}"
84,Marked (House of Night  #1),P.C. Cast/Kristin Cast,3.8,312360266,9.78031E+12,eng,306,399152,12748,05/01/07,St. Martin's Press,{'Fiction'}
83,Coraline,Neil Gaiman/Dave McKean,4.06,61139378,9.78006E+12,eng,162,403622,13096,8/29/2006,William Morrow Paperbacks,{}
85,Fight Club,Chuck Palahniuk,4.19,393327345,9.78039E+12,eng,218,388782,9654,10/17/2005,W.W. Norton & Company (NYC),"{''Aggressiveness'',''Fiction''}"
87,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel/Martin Gardner,4.07,451527747,9.78045E+12,eng,239,381097,6041,12/01/00,Penguin Group (USA),"{''Flickor'',''readers'',''animals'',''Fantasiresor'',''legends'',''History'',''Specimens'',''rabbits'',''friendship'',''texts'',''illustrations''}"
88,Never Let Me Go,Kazuo Ishiguro,3.82,1400078776,9.7814E+12,eng,288,380646,22957,8/31/2010,Vintage Books,"{''Reminiscing'',''Friendship'',''Women''}"
86,American Gods (American Gods  #1),Neil Gaiman,4.11,747263744,9.78075E+12,eng,635,383045,15962,03/04/05,Headline Review,"{''Bodyguards'',''Americana'',''mythology'',''Americana'',''Americana''}"
89,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,307346609,9.78031E+12,eng,342,370331,20582,09/12/06,Crown,"{''Survival'',''Humor'',''Humor'',''Ficción'',''Zombies''}"
90,Along Came a Spider (Alex Cross  #1),James Patterson,4.11,446692638,9.78045E+12,eng,449,369267,4011,08/01/03,Grand Central Publishing,"{''OverDrive'',''Police''}"
91,The Bourne Identity (Jason Bourne  #1),Robert Ludlum,4.02,752864327,9.78075E+12,eng,566,368195,3556,3/24/2005,Orion,{}
92,The Client,John Grisham,4,385339089,9.78039E+12,eng,483,367399,1978,3/16/2010,Delta,"{''FBI'',''Mafija'',''Fiction'',''Brothers'',''lawyers'',''lawyers'',''Avocates'',''USA'',''Fiction'',''Suicidés''}"
93,Alice in Wonderland,Lewis Carroll/Jane Carruth/Rene Cloke,4.03,517223627,9.78052E+12,eng,92,364782,5234,09/07/04,Gramercy Books,"{''friendship'',''curiosity'',''Imagination'',''Enfants'',''novela'',''english'',''friendship'',''Geologi'',''logic'',''History'',''texts'',''curiosidad'',''tea'',''Theft'',''readers''}"
95,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,385494785,9.78039E+12,eng,368,351406,11701,10/19/1999,Anchor Books,{'History'}
94,Ella Enchanted (Ella Enchanted #1),Gail Carson Levine,3.98,590920685,9.78059E+12,eng,232,364091,8754,09/01/98,Scholastic Books,"{''fiction'',''Fantasy'',''Obedience'',''fiction''}"
97,A Light in the Attic,Shel Silverstein,4.34,60513063,9.78006E+12,eng,176,349247,2567,10/07/02,Harpercollins Childrens Books,"{''Classics'',''Humor'',''Kinderlyrik'',''Classics'',''Kinderlyrik'',''Kinderlyrik''}"
96,Foundation (Foundation  #1),Isaac Asimov,4.16,553803719,9.78055E+12,eng,244,349846,6561,06/01/04,Bantam,"{''Robots'',''Robots'',''Robots''}"
98,A Tree Grows in Brooklyn,Betty  Smith,4.26,61120073,9.78006E+12,eng,496,345283,16114,5/30/2006,HarperCollins Publishers,{}
99,Neverwhere (London Below  #1),Neil Gaiman,4.17,60557818,9.78006E+12,eng,370,345122,15199,09/02/03,William Morrow Paperbacks,"{''Rats'',''Fantasy''}"
101,Flowers for Algernon,Daniel Keyes,4.12,156030306,9.78016E+12,eng,311,337596,9949,05/01/05,Harvest Books,"{''Surgery'',''institutionalization'',''Brain'',''Surgery'',''institutionalization'',''Surdoués'',''Fiction'',''institutionalization'',''Readers'',''phenylketonuria''}"
102,Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.98,618711651,9.78062E+12,eng,326,335477,19241,04/04/06,Mariner Books,"{''Geborgenheit'',''Fiction''}"
100,The Pelican Brief,John Grisham,4,385339704,9.78039E+12,eng,400,340714,1942,4/25/2006,Delta,"{''Mystery'',''Judges'',''Fiction'',''liberalism'',''Judges''}"
104,James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,375814248,9.78038E+12,eng,146,328542,4733,09/10/02,Alfred A. Knopf,"{''Peaches'',''Orphans'',''Crystals'',''Readers'',''Imagination'',''Boys'',''Peach'',''Adolescent'',''Juvenile'',''Humor'',''Lonely'',''Orphans'',''Boys'',''Juvenile'',''Make'',''Literature''}"
103,Can You Keep a Secret?,Sophie Kinsella,3.84,440241901,9.78044E+12,eng,374,333613,9326,12/27/2005,Dell Publishing Company,{'Romance'}
105,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,3.91,140003468X,9.7814E+12,eng,348,324487,13070,10/05/03,Vintage International,"{''Ficción'',''Fiction'',''Romans''}"
106,Inkheart (Inkworld  #1),Cornelia Funke/Anthea Bell,3.88,439709105,9.78044E+12,eng,563,324482,9360,06/01/05,Scholastic Paperbacks,"{''Authorship'',''Fantasy'',''Fantasy'',''Bookbinding'',''Bookbinders''}"
108,Heart of Darkness,Joseph Conrad,3.42,1892295490,9.78189E+12,eng,188,321078,8423,10/01/03,Green Integer,"{''Romance'',''Europeans'',''Degeneration'',''Drama'',''Doppelgängers'',''Degeneration'',''Sailors'',''Spanish'',''Romans'',''Korean'',''Souffrance'',''Romance'',''Journeys'',''Drama'',''Degeneration'',''Suffering''}"
107,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,452011876,9.78045E+12,eng,1168,322483,14702,08/01/99,Plume,"{''Individuality'',''Egoism'',''Individuality'',''Egoism''}"
1663,True Evil,Greg Iles,4.09,743292499,9.78074E+12,eng,512,13021,781,12/12/06,Scribner Book Company,{'Sisters'}
668,Dance Dance Dance,Haruki Murakami,4.04,99448769,9.7801E+12,eng,393,50169,2117,02/07/02,Vintage,{}
111,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,307279464,9.78031E+12,eng,397,308840,14993,12/26/2006,Anchor Books,{}
112,White Oleander,Janet Fitch,3.96,316182540,9.78032E+12,eng,446,301784,6170,09/01/01,Little  Brown and Company,"{''Psychology'',''Bildungsromans'',''Fantasy'',''Fiction'',''Fiction''}"
113,Snow Flower and the Secret Fan,Lisa See,4.07,812968069,9.78081E+12,eng,269,297533,14935,2/21/2006,Random House,"{''Childbirth'',''Friendship'',''Wives'',''Secret'',''Secrecy''}"
114,Kiss the Girls (Alex Cross  #2),James Patterson,3.96,446677388,9.78045E+12,eng,481,297211,2943,07/01/00,Grand Central Publishing,"{''Police'',''Psychologists'',''Thriller'',''OverDrive'',''OverDrive'',''Thriller''}"
115,She's Come Undone,Wally Lamb,3.88,671021001,9.78067E+12,eng,465,294348,9096,6/28/1998,Pocket,
116,The Crucible,Arthur  Miller/Christopher Bigsby,3.58,142437336,9.78014E+12,eng,143,293374,6037,3/25/2003,Penguin Books,"{''Histoire'',''trials'',''Histoire'',''Witches'',''poppets'',''History'',''History'',''Witchcraft''}"
109,Treasure Island,Robert Louis Stevenson,3.83,753453800,9.78075E+12,eng,311,318753,6734,9/15/2001,Kingfisher,"{''Shipwrecks'',''Kidnapping'',''English'',''Kidnapping'',''French'',''Trésors'',''French'',''Dictionaries'',''Specimens'',''buccaneers'',''Readers'',''Literature'',''Mutiny'',''English'',''Fiction'',''Mutiny'',''Piratas'',''Treasuretrove''}"
118,Stardust,Neil Gaiman,4.08,61142026,9.78006E+12,eng,248,283274,11746,8/29/2006,Harper Perennial,"{''underworld'',''Magia'',''underworld''}"
117,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,140275363,9.78014E+12,eng,683,288792,3423,4/29/1999,Penguin Classics,"{''Mythology'',''Adaptations'',''Horses'',''Dialects'',''Homer'',''Greeks'',''Readers'',''Poésie'',''Homer'',''Horses'',''Drama'',''Translations''}"
120,John Adams,David McCullough,4.06,743223136,9.78074E+12,eng,751,282649,5325,5/22/2001,Simon & Schuster Paperbacks,"{''Biographies'',''Biographies'',''Government'',''Biographies''}"
121,Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,4.36,080701429X,9.78081E+12,eng,165,282127,13449,06/01/06,Beacon Press,"{''Erlebnisbericht'',''autobiography'',''Biografías'',''psychotherapy'',''Prisonniers'',''Biography'',''Logoterapi'',''Psychotherapy'',''Konzentrationslager'',''Logotherapie'',''Logoterapi'',''X'',''Erlebnisbericht'',''Logoterapia'',''Psychiatrie'',''Psychotherapy'',''Logothérapie'',''kapo'',''psychotherapy'',''Koncentrationsläger'',''Logothérapie'',''Logoterapia''}"
119,Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,3.95,552995878,9.78055E+12,eng,222,283199,4997,9/16/1993,Black Swan,"{''Drama'',''food'',''virginity'',''virginity'',''Familias'',''rebellion'',''violence'',''food'',''Fiction''}"
122,Beloved,Toni Morrison,3.83,1400033411,9.7814E+12,eng,324,282045,9004,06/08/04,Vintage,"{''History'',''Infanticide'',''Fiction'',''Ohio''}"
124,Goodnight Moon,Margaret Wise Brown/Clement Hurd,4.28,60775858,9.78006E+12,eng,32,276426,4975,1/23/2007,HarperCollins,"{''Authorship'',''Night'',''Conejos'',''Sleep'',''Bedtime'',''Bedtime'',''Rabbits'',''Concepts'',''Boys''}"
2973,Getting the Girl (Wolfe Brothers  #3),Markus Zusak,3.7,043938950x,9.78044E+12,eng,256,4327,385,06/01/04,Push,"{''Brothers'',''Fiction''}"
125,The Call of the Wild,Jack London/Avi,3.86,439227143,9.78044E+12,eng,172,274649,7203,01/01/01,Scholastic,"{''Loups'',''Wolfdogs'',''Readers'',''Wolves'',''Italijanščina'',''Literature'',''Literature'',''Wolfdogs'',''Wolves'',''Dogs'',''Vaje'',''History'',''Wolves'',''Animales''}"
126,Othello,William Shakespeare,3.89,743477553,9.78074E+12,eng,314,273070,4265,01/01/04,Simon  Schuster,"{''Muslims'',''Plays'',''Theater'',''Muslims'',''Mahometanos'',''Tragedies'',''Printing'',''Tragedy'',''Courtship'',''Tragedies'',''Drama'',''Vendetta'',''Vendetta''}"
127,The Fountainhead,Ayn Rand/Leonard Peikoff,3.87,451191153,9.78045E+12,eng,704,271754,10063,09/01/96,Signet Book,"{''Psychology'',''Psychology'',''Fiction''}"
128,Nineteen Minutes,Jodi Picoult,4.12,743496728,9.78074E+12,eng,440,270574,13491,03/05/07,Atria Books,"{''Fiction'',''Trials'',''Fiction''}"
123,Memoirs of a Geisha,Arthur Golden,4.11,1400096898,9.7814E+12,eng,503,280309,3703,11/22/2005,Vintage Books USA,"{''Mujeres'',''Prostitution'',''Fiction''}"
129,Hatchet (Brian's Saga  #1),Gary Paulsen,3.72,689840926,9.78069E+12,eng,208,270244,12017,04/01/00,Atheneum Books for Young Readers: Richard Jackson Books,"{''Cerfs'',''Divorcio'',''Pilot'',''Books'',''CPR'',''Wildlife'',''Inuits'',''Survival'',''Eskimos'',''Survival'',''Literature'',''Teenagers'',''Eskimos'',''Teens'',''Divorcio''}"
130,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,3.72,743418174,9.78074E+12,eng,376,269843,5384,04/02/02,Washington Square Press,{'Fiction'}
131,1st to Die (Women's Murder Club  #1),James Patterson,4.08,446696617,9.78045E+12,eng,424,269826,5220,5/20/2005,Grand Central Publishing,"{''Policewomen'',''OverDrive'',''Policewomen''}"
132,The Lorax,Dr. Seuss,4.35,679889108,9.78068E+12,eng,72,260054,3532,2/24/1998,Random House Books for Young Readers,{'Deforestation'}
134,Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander/J.K. Rowling,3.99,439321603,9.78044E+12,eng,128,259399,5513,06/01/01,Arthur A. Levine Books,"{''Miscellanea'',''Fiction'',''Characters'',''Miscellanea''}"
133,Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,4.2,451216954,9.78045E+12,eng,393,259511,10475,09/06/05,Penguin Group (USA),{}
136,Stranger in a Strange Land,Robert A. Heinlein,3.92,441788386,9.78044E+12,eng,528,251872,6241,10/01/91,Ace,"{''Sects'',''Fiction'',''Fiction''}"
135,Pet Sematary,Stephen King,3.98,1416524347,9.78142E+12,eng,576,257466,3768,11/01/05,Pocket Books,"{''thrillers'',''Resurrection'',''flashback'',''fiction'',''Sobrenatural'',''suspense'',''thrillers'',''thrillers''}"
137,The Runaway Jury,John Grisham,3.98,385339690,9.78039E+12,eng,358,249884,1691,4/25/2006,Delta,"{''Billionaires'',''Recluses''}"
138,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,345453743,9.78035E+12,eng,815,249558,4080,4/30/2002,Del Rey Books,"{''Vogons'',''Vogons'',''Vogons'',''Fiction''}"
203,The Prince of Tides,Pat Conroy,4.24,553381547,9.78055E+12,eng,679,178717,3473,3/26/2002,Dial Press Trade Paperback,{'Twins'}
139,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,4.1,571224385,9.78057E+12,eng,320,248686,8251,10/27/2009,Harper Perennial,"{''History'',''Love'',''Surgeons'',''History'',''History'',''Liebesbeziehung''}"
140,Norwegian Wood,Haruki Murakami/Jay Rubin,4.03,375704027,9.78038E+12,eng,296,248676,12203,09/12/00,Vintage Books,"{''Student'',''Étudiants'',''Fiction'',''Liebesbeziehung'',''Liebesbeziehung''}"
143,Mere Christianity,C.S. Lewis,4.32,684823780,9.78068E+12,eng,191,240060,5828,06/01/96,Touchstone Books,"{''Apologetics'',''Christianity'',''Apologetics''}"
141,A Short History of Nearly Everything,Bill Bryson,4.21,076790818X,9.78077E+12,eng,544,248558,9396,9/14/2004,Broadway Books,"{''Natuurwetenschappen'',''Wetenschapsbeoefening'',''Sciences'',''Culture'',''Ciencia'',''Naturwissenschaften'',''Travel'',''Cosmology''}"
145,A Brief History of Time,Stephen Hawking,4.17,553380168,9.78055E+12,eng,212,239652,5860,09/01/98,Bantam Books,"{''Philosophie'',''Raum'',''Time'',''Astrophysique'',''Physique'',''Astrophysique'',''Physique'',''Cosmología'',''Astronomy'',''science'',''Time'',''Allgemeinwissen'',''astrophysics'',''Cosmologia'',''Cosmologia'',''Physique'',''Universe'',''Physics'',''Allgemeinwissen''}"
146,The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett,4,60855924,9.78006E+12,eng,228,239617,4478,9/13/2005,Harper,
142,The Pact,Jodi Picoult,4.01,61150142,9.78006E+12,eng,512,244774,8841,8/29/2006,Avon,"{''Death'',''Literature'',''Death''}"
148,I  Robot (Robot  #0.1),Isaac Asimov,4.19,553803700,9.78055E+12,eng,224,238100,4196,06/01/04,Spectra,"{''asteroids'',''robotics'',''Readers'',''robots'',''asteroids'',''Shahada'',''supercomputers'',''robotics'',''heisenbugs''}"
149,The Amber Spyglass  (His Dark Materials  #3),Philip Pullman,4.09,440238153,9.78044E+12,eng,467,237072,6358,09/09/03,Laurel Leaf,"{''Children'',''Magic'',''Witches'',''Children''}"
150,Red Dragon (Hannibal Lecter  #1),Thomas  Harris,4.04,525945563,9.78053E+12,eng,348,236028,3247,5/22/2000,Dutton,"{''cannibalism'',''homosexuality'',''Fiction'',''Fiction'',''Thrillers''}"
144,The Thirteenth Tale,Diane Setterfield,3.96,743298020,9.78074E+12,eng,406,239809,18865,09/12/06,Atria Books,"{''Autoras'',''Families'',''Ficción''}"
147,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.2,142437018,9.78014E+12,eng,242,238192,4392,2/26/2002,Penguin Books,"{''Schools'',''Orphans''}"
151,The Art of War,Sun Tzu/Thomas Cleary/Pulat Otkan/Giray Fidan,3.97,1590302257,9.78159E+12,eng,273,235924,5869,01/11/05,Shambhala,"{''HISTORY'',''History'',''Negotiating'',''War'',''Negotiating'',''Guerre'',''Administración'',''China'',''Fiction'',''Strategy'',''Other'',''Nonfiction'',''Parenting'',''Business'',''Tactics'',''Eastern'',''Sales''}"
