bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,subject
112,White Oleander,Janet Fitch,3.96,316182540,9.78E+12,eng,446,301784,6170,09/01/01,Little  Brown and Company,"{'Psychology', 'Bildungsromans', 'Fantasy', 'Fiction', 'Fiction'}"
113,Snow Flower and the Secret Fan,Lisa See,4.07,812968069,9.78E+12,eng,269,297533,14935,2/21/2006,Random House,"{'Childbirth', 'Friendship', 'Wives', 'Secret', 'Secrecy'}"
114,Kiss the Girls (Alex Cross  #2),James Patterson,3.96,446677388,9.78E+12,eng,481,297211,2943,07/01/00,Grand Central Publishing,"{'Police', 'Psychologists', 'Thriller', 'OverDrive', 'OverDrive', 'Thriller'}"
115,She's Come Undone,Wally Lamb,3.88,671021001,9.78E+12,eng,465,294348,9096,6/28/1998,Pocket,
116,The Crucible,Arthur  Miller/Christopher Bigsby,3.58,142437336,9.78E+12,eng,143,293374,6037,3/25/2003,Penguin Books,"{'Histoire', 'trials', 'Histoire', 'Witches', 'poppets', 'History', 'History', 'Witchcraft'}"
117,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,140275363,9.78E+12,eng,683,288792,3423,4/29/1999,Penguin Classics,"{'Mythology', 'Adaptations', 'Horses', 'Dialects', 'Homer', 'Greeks', 'Readers', 'Poésie', 'Homer', 'Horses', 'Drama', 'Translations'}"
118,Stardust,Neil Gaiman,4.08,61142026,9.78E+12,eng,248,283274,11746,8/29/2006,Harper Perennial,"{'underworld', 'Magia', 'underworld'}"
119,Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,3.95,552995878,9.78E+12,eng,222,283199,4997,9/16/1993,Black Swan,"{'Drama', 'food', 'virginity', 'virginity', 'Familias', 'rebellion', 'violence', 'food', 'Fiction'}"
120,John Adams,David McCullough,4.06,743223136,9.78E+12,eng,751,282649,5325,5/22/2001,Simon & Schuster Paperbacks,"{'Biographies', 'Biographies', 'Government', 'Biographies'}"
121,Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,4.36,080701429X,9.78E+12,eng,165,282127,13449,06/01/06,Beacon Press,"{'Erlebnisbericht', 'autobiography', 'Biografías', 'psychotherapy', 'Prisonniers', 'Biography', 'Logoterapi', 'Psychotherapy', 'Konzentrationslager', 'Logotherapie', 'Logoterapi', 'X', 'Erlebnisbericht', 'Logoterapia', 'Psychiatrie', 'Psychotherapy', 'Logothérapie', 'kapo', 'psychotherapy', 'Koncentrationsläger', 'Logothérapie', 'Logoterapia'}"
122,Beloved,Toni Morrison,3.83,1400033411,9.78E+12,eng,324,282045,9004,06/08/04,Vintage,"{'History', 'Infanticide', 'Fiction', 'Ohio'}"
123,Memoirs of a Geisha,Arthur Golden,4.11,1400096898,9.78E+12,eng,503,280309,3703,11/22/2005,Vintage Books USA,"{'Mujeres', 'Prostitution', 'Fiction'}"
124,Goodnight Moon,Margaret Wise Brown/Clement Hurd,4.28,60775858,9.78E+12,eng,32,276426,4975,1/23/2007,HarperCollins,"{'Authorship', 'Night', 'Conejos', 'Sleep', 'Bedtime', 'Bedtime', 'Rabbits', 'Concepts', 'Boys'}"
125,The Call of the Wild,Jack London/Avi,3.86,439227143,9.78E+12,eng,172,274649,7203,01/01/01,Scholastic,"{'Loups', 'Wolfdogs', 'Readers', 'Wolves', 'Italijanščina', 'Literature', 'Literature', 'Wolfdogs', 'Wolves', 'Dogs', 'Vaje', 'History', 'Wolves', 'Animales'}"
126,Othello,William Shakespeare,3.89,743477553,9.78E+12,eng,314,273070,4265,01/01/04,Simon  Schuster,"{'Muslims', 'Plays', 'Theater', 'Muslims', 'Mahometanos', 'Tragedies', 'Printing', 'Tragedy', 'Courtship', 'Tragedies', 'Drama', 'Vendetta', 'Vendetta'}"
127,The Fountainhead,Ayn Rand/Leonard Peikoff,3.87,451191153,9.78E+12,eng,704,271754,10063,09/01/96,Signet Book,"{'Psychology', 'Psychology', 'Fiction'}"
128,Nineteen Minutes,Jodi Picoult,4.12,743496728,9.78E+12,eng,440,270574,13491,03/05/07,Atria Books,"{'Fiction', 'Trials', 'Fiction'}"
129,Hatchet (Brian's Saga  #1),Gary Paulsen,3.72,689840926,9.78E+12,eng,208,270244,12017,04/01/00,Atheneum Books for Young Readers: Richard Jackson Books,"{'Cerfs', 'Divorcio', 'Pilot', 'Books', 'CPR', 'Wildlife', 'Inuits', 'Survival', 'Eskimos', 'Survival', 'Literature', 'Teenagers', 'Eskimos', 'Teens', 'Divorcio'}"
130,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,3.72,743418174,9.78E+12,eng,376,269843,5384,04/02/02,Washington Square Press,{'Fiction'}
131,1st to Die (Women's Murder Club  #1),James Patterson,4.08,446696617,9.78E+12,eng,424,269826,5220,5/20/2005,Grand Central Publishing,"{'Policewomen', 'OverDrive', 'Policewomen'}"
132,The Lorax,Dr. Seuss,4.35,679889108,9.78E+12,eng,72,260054,3532,2/24/1998,Random House Books for Young Readers,{'Deforestation'}
133,Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,4.2,451216954,9.78E+12,eng,393,259511,10475,09/06/05,Penguin Group (USA),{}
134,Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander/J.K. Rowling,3.99,439321603,9.78E+12,eng,128,259399,5513,06/01/01,Arthur A. Levine Books,"{'Miscellanea', 'Fiction', 'Characters', 'Miscellanea'}"
135,Pet Sematary,Stephen King,3.98,1416524347,9.78E+12,eng,576,257466,3768,11/01/05,Pocket Books,"{'thrillers', 'Resurrection', 'flashback', 'fiction', 'Sobrenatural', 'suspense', 'thrillers', 'thrillers'}"
136,Stranger in a Strange Land,Robert A. Heinlein,3.92,441788386,9.78E+12,eng,528,251872,6241,10/01/91,Ace,"{'Sects', 'Fiction', 'Fiction'}"
137,The Runaway Jury,John Grisham,3.98,385339690,9.78E+12,eng,358,249884,1691,4/25/2006,Delta,"{'Billionaires', 'Recluses'}"
138,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,4.38,345453743,9.78E+12,eng,815,249558,4080,4/30/2002,Del Rey Books,"{'Vogons', 'Vogons', 'Vogons', 'Fiction'}"
139,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,4.1,571224385,9.78E+12,eng,320,248686,8251,10/27/2009,Harper Perennial,"{'History', 'Love', 'Surgeons', 'History', 'History', 'Liebesbeziehung'}"
140,Norwegian Wood,Haruki Murakami/Jay Rubin,4.03,375704027,9.78E+12,eng,296,248676,12203,09/12/00,Vintage Books,"{'Student', 'Étudiants', 'Fiction', 'Liebesbeziehung', 'Liebesbeziehung'}"
141,A Short History of Nearly Everything,Bill Bryson,4.21,076790818X,9.78E+12,eng,544,248558,9396,9/14/2004,Broadway Books,"{'Natuurwetenschappen', 'Wetenschapsbeoefening', 'Sciences', 'Culture', 'Ciencia', 'Naturwissenschaften', 'Travel', 'Cosmology'}"
142,The Pact,Jodi Picoult,4.01,61150142,9.78E+12,eng,512,244774,8841,8/29/2006,Avon,"{'Death', 'Literature', 'Death'}"
143,Mere Christianity,C.S. Lewis,4.32,684823780,9.78E+12,eng,191,240060,5828,06/01/96,Touchstone Books,"{'Apologetics', 'Christianity', 'Apologetics'}"
144,The Thirteenth Tale,Diane Setterfield,3.96,743298020,9.78E+12,eng,406,239809,18865,09/12/06,Atria Books,"{'Autoras', 'Families', 'Ficción'}"
145,A Brief History of Time,Stephen Hawking,4.17,553380168,9.78E+12,eng,212,239652,5860,09/01/98,Bantam Books,"{'Philosophie', 'Raum', 'Time', 'Astrophysique', 'Physique', 'Astrophysique', 'Physique', 'Cosmología', 'Astronomy', 'science', 'Time', 'Allgemeinwissen', 'astrophysics', 'Cosmologia', 'Cosmologia', 'Physique', 'Universe', 'Physics', 'Allgemeinwissen'}"
146,The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett,4,60855924,9.78E+12,eng,228,239617,4478,9/13/2005,Harper,
147,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.2,142437018,9.78E+12,eng,242,238192,4392,2/26/2002,Penguin Books,"{'Schools', 'Orphans'}"
148,I  Robot (Robot  #0.1),Isaac Asimov,4.19,553803700,9.78E+12,eng,224,238100,4196,06/01/04,Spectra,"{'asteroids', 'robotics', 'Readers', 'robots', 'asteroids', 'Shahada', 'supercomputers', 'robotics', 'heisenbugs'}"
149,The Amber Spyglass  (His Dark Materials  #3),Philip Pullman,4.09,440238153,9.78E+12,eng,467,237072,6358,09/09/03,Laurel Leaf,"{'Children', 'Magic', 'Witches', 'Children'}"
150,Red Dragon (Hannibal Lecter  #1),Thomas  Harris,4.04,525945563,9.78E+12,eng,348,236028,3247,5/22/2000,Dutton,"{'cannibalism', 'homosexuality', 'Fiction', 'Fiction', 'Thrillers'}"
151,The Art of War,Sun Tzu/Thomas Cleary/Pulat Otkan/Giray Fidan,3.97,1590302257,9.78E+12,eng,273,235924,5869,01/11/05,Shambhala,"{'HISTORY', 'History', 'Negotiating', 'War', 'Negotiating', 'Guerre', 'Administración', 'China', 'Fiction', 'Strategy', 'Other', 'Nonfiction', 'Parenting', 'Business', 'Tactics', 'Eastern', 'Sales'}"
152,A Streetcar Named Desire,Tennessee Williams,3.98,822210894,9.78E+12,eng,107,235224,2409,12/01/52,Dramatists Play Service,{'Sisters'}
153,The Undomestic Goddess,Sophie Kinsella,3.83,385338694,9.78E+12,eng,404,235032,6613,4/25/2006,Dial Press Trade Paperback,{'Housekeepers'}
154,V for Vendetta,Alan Moore/David   Lloyd,4.25,1401207928,9.78E+12,eng,296,234954,4058,11/01/05,Vertigo,"{'Totalitarianism', 'Literature'}"
155,The Secret History,Donna Tartt,4.1,1400031702,9.78E+12,eng,559,234929,15790,4/13/2004,Vintage,"{'Murderers', 'Classicists'}"
156,Odd Thomas (Odd Thomas  #1),Dean Koontz,3.97,553384287,9.78E+12,eng,446,227884,6253,8/29/2006,Bantam,"{'Mediums', 'Fiction'}"
157,Where the Heart Is,Billie Letts,4.02,446672211,9.78E+12,eng,376,227716,3407,06/01/98,Grand Central Publishing,{'Fiction'}
158,Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,1400079276,9.78E+12,eng,467,225397,12452,01/03/06,Vintage International,"{'Miscellanea', 'Runaways'}"
159,Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,385335970,9.78E+12,eng,743,222140,11121,08/07/01,Bantam,"{'Historical', 'Fiction', 'Scotland'}"
160,Their Eyes Were Watching God,Zora Neale Hurston,3.91,61120065,9.78E+12,eng,219,220309,9536,5/30/2006,Amistad,{}
161,Bel Canto,Ann Patchett,3.93,60838728,9.78E+12,eng,352,218195,13012,08/02/05,Harper Perennial,{}
162,The Princess Diaries (The Princess Diaries  #1),Meg Cabot,3.78,613371658,9.78E+12,eng,283,216359,4137,07/01/01,Turtleback,{}
163,Peter Pan,J.M. Barrie/Michael Hague,4.08,805072454,9.78E+12,eng,176,213538,5609,10/01/03,Henry Holt and Co.,"{'Specimens', 'Fantasy', 'Specimens', 'Specimens', 'Specimens'}"
164,The Namesake,Jhumpa Lahiri,3.99,618485228,9.78E+12,eng,291,213178,10160,09/01/04,Mariner Books,"{'Fiction', 'Bildungsromans', 'Appreciation'}"
165,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,192833987,9.78E+12,eng,1392,211671,6245,6/25/1998,Oxford University Press,"{'Literature', 'Classic', 'Classics', 'Classic'}"
166,Pretties (Uglies  #2),Scott Westerfeld,3.85,689865392,9.78E+12,eng,370,211060,8890,11/01/05,Simon & Schuster Simon Pulse,"{'Brainwashing', 'Fiction'}"
167,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,375757325,9.78E+12,eng,320,209122,4131,06/12/01,Modern Library,"{'Chinese', 'Texts', 'Solitude', 'Îles', 'Insel', 'Pirates', 'Naufragés', 'Texts'}"
168,Black Beauty,Anna Sewell,3.96,439228905,9.78E+12,eng,245,208684,3358,03/01/03,Scholastic Paperbacks,{'Horses'}
169,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,3.78,1400034779,9.78E+12,eng,235,208669,9489,02/06/03,Anchor Books,{'Detectives'}
170,Cold Mountain,Charles Frazier,3.86,802142842,9.78E+12,eng,356,208001,4972,09/01/06,Grove Press,{}
171,The Green Mile,Stephen King,4.44,451933028,9.78E+12,eng,592,207869,4570,09/01/96,Penguin Signet,"{'Penitentiary', 'mice', 'horror', 'rape', 'Murderers', 'Ficción', 'Murderers', 'empathy', 'horror', 'prisons', 'empathy', 'straitjackets', 'straitjackets', 'mice', 'Prisiones'}"
172,A Million Little Pieces,James Frey,3.65,307276902,9.78E+12,eng,515,206011,10821,9/22/2005,Anchor Books,"{'Toxicomanes', 'Nonfiction', 'Réadaptation', 'Biography', 'Réadaptation'}"
173,Wizard's First Rule (Sword of Truth  #1),Terry Goodkind,4.13,765346524,9.78E+12,eng,836,204648,4986,4/14/2003,Tor Books,{}
174,Maus I: A Survivor's Tale: My Father Bleeds History (Maus  #1),Art Spiegelman,4.34,394541553,9.78E+12,eng,159,203013,4873,11/01/91,Pantheon Books,"{'Biography', 'Medicine', 'Biographies'}"
175,The Andromeda Strain (Andromeda  #1),Michael Crichton,3.89,60541814,9.78E+12,eng,327,202043,2850,10/28/2003,Avon Books,"{'hyperventilation', 'acidocis', 'pH', 'biocontainment', 'suicide', 'antibiotics', 'Alkalosis', 'antibiotics', 'biofilm', 'suicide'}"
176,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder/Garth Williams,4.18,60885378,9.78E+12,eng,198,201840,3463,01/01/07,HarperTrophy,"{'Aprons', 'Country', 'Cold', 'Juvenile', 'Wisconsin', 'Cold'}"
177,Message in a Bottle,Nicholas Sparks,3.96,446676071,9.78E+12,eng,342,201488,3496,12/01/99,Warner Books,{'Fiction'}
178,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,9.78E+12,eng,418,200744,7656,03/04/09,Howard Publishing Co,"{'Fiction', 'Farmers', 'Wealth', 'Reading'}"
179,Voyager (Outlander  #3),Diana Gabaldon,4.39,385335997,9.78E+12,eng,870,198818,8130,08/07/01,Delta,"{'Literary', 'Fiction', 'Literary', 'Fiction'}"
180,Cujo,Stephen King,3.71,307348245,9.78E+12,spa,432,197993,2816,06/06/06,Plaza y Janés,"{'Rabia', 'Fiction', 'Horror', 'Rabies'}"
181,The God Delusion,Richard Dawkins,3.9,618680004,9.78E+12,eng,374,197099,6216,10/18/2006,Houghton Mifflin Co. (Boston/NY),"{'Evolution', 'Religión', 'Dinsizlik', 'Irréligion', 'Irréligion', 'Evolution', 'Atheèisme', 'Dinsizlik', 'war', 'Din', 'bible', 'Dieu', 'Science', 'religion', 'Atheismus', 'Athâeisme', 'Nonfiction', 'Religión', 'Gotteslehre', 'jesus'}"
182,The War of the Worlds,H.G. Wells/Arthur C. Clarke,3.82,375759239,9.78E+12,eng,192,196425,4549,03/12/02,Modern Library,"{'Literature', 'Guerra', 'Martians', 'Vocabulary', 'Martians', 'Vocabulary', 'Martians', 'Fiction'}"
183,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,3.99,646418432,9.78E+12,eng,121,196377,3885,10/21/2002,Deodand,"{'Murder', 'Adult', 'Adult', 'Mystery'}"
184,Gulliver's Travels,Jonathan Swift/Robert DeMaria Jr.,3.57,141439491,9.78E+12,eng,306,194738,3485,1/30/2003,Penguin,"{'Islands', 'Naufragios', 'Chinese', 'Novel', 'Journeys', 'Horses', 'YA', 'Novela', 'Easy', 'Hardcover', 'Humorous', 'Classics', 'Stature', 'Lilliput', 'Politics', 'Irish', 'Humor', 'Sátira', 'Latvian', 'German', 'Politics', 'Italian', 'Easy', 'Bearbeitung', 'German', 'English', 'Biography', 'Portuguese', 'Viajeros', 'Sizes', 'Naufragios', 'Sailing', 'Castaways', 'Correspondence', 'Bearbeitung', 'Shape', 'Size', 'Story', 'Treason'}"
185,The Prince,Niccolò Machiavelli/Rufus Goodwin/Benjamin Martinez,3.81,937832383,9.78E+12,eng,140,194545,4260,06/01/03,Dante University of America Press,"{'Heerschappij', 'Essays', 'Historiography', 'Republicanism', 'Management', 'Utopias', 'Utopias', 'Machiavellizmus', 'Reformation', 'History', 'Literature', 'Essays', 'Biographie', 'Republicanism', 'Facsimiles', 'Monokratie', 'Staatkunde', 'Politics', 'History'}"
186,Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell/Patricia Cornwell,4.02,743477154,9.78E+12,eng,342,193117,2123,12/30/2003,Pocket Books,
187,Something Blue (Darcy & Rachel  #2),Emily Giffin,3.93,312323867,9.78E+12,en-US,338,191577,6599,3/21/2006,Griffin,{'Americans'}
188,The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,4.32,374528373,9.78E+12,eng,796,191531,6795,6/14/2002,Farrar  Straus and Giroux,"{'murder', 'murder', 'Fiction', 'murder', 'Collections', 'Literature', 'Literature'}"
189,The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,4.11,451528018,9.78E+12,eng,256,191128,4802,07/01/01,Signet,"{'Dogs', 'tombs', 'mires'}"
190,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,812550757,9.78E+12,eng,382,190379,6637,8/15/1994,Tor Books,{'Fiction'}
191,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,9.78E+12,eng,399,190039,4922,07/05/05,Harper Perennial,"{'Food', 'sociology', 'Cookery', 'Lebensmittelfälschung', 'Voedingsgewoonten', 'health', 'Labor'}"
192,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,689875347,9.78E+12,eng,403,189652,8207,12/09/03,Simon and Schuster,
193,Left Behind (Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,3.83,842342702,9.78E+12,eng,342,189090,3293,09/01/00,Tyndale House Publishers,"{'Adventure', 'Fiction', 'Suspense'}"
194,The Tale of Peter Rabbit,Beatrix Potter,4.18,723247706,9.78E+12,eng,72,188842,1575,03/07/02,Warne,
195,Snow Crash,Neal Stephenson/Guy Abadia,4.03,553380958,9.78E+12,eng,438,188100,6612,08/02/00,Bantam Books,{'Fiction'}
196,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,446617792,9.78E+12,eng,445,187892,7624,05/05/06,Grand Central Publishing,{'Thrillers'}
197,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,553381679,9.78E+12,eng,512,184418,4432,6/25/2002,Bantam,"{'epic', 'Women', 'shamanism', 'epic', 'taboos', 'Neanderthals'}"
198,The Prophet,Kahlil Gibran/جبران خليل جبران/Jihad El,4.23,000100039X,9.78E+12,eng,127,184293,5418,01/01/10,Rupa & Co,"{'Religious', 'Religious', 'Mysticism'}"
199,The Dragon Reborn (The Wheel of Time  #3),Robert Jordan,4.25,765305119,9.78E+12,eng,624,183950,2671,9/14/2002,Tor Books,{}
200,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.07,60899220,9.78E+12,eng,312,183882,9427,01/09/07,Ecco/Harper Perennial,"{'Restaurants', 'Biography', 'Biografía', 'Restaurants', 'Biografi', 'Anecdotes', 'Biografi'}"
201,The Complete Stories and Poems,Edgar Allan Poe,4.38,385074077,9.78E+12,eng,821,183869,1226,8/15/1984,Doubleday & Company  Inc.,"{'aristocracy', 'Homicide', 'abbeys', 'Death', 'Murder', 'Classics', 'monograms', 'tuberculosis', 'catalepsy', 'metaphors', 'Fiction', 'pseudoscience', 'hysteria', 'Taphophobia', 'Horror', 'narration', 'Hyperesthesia', 'pendulums', 'fixation', 'nobility', 'Revenge', 'poetry', 'tarns', 'daggers', 'phobias', 'whirlpools', 'Homicide', 'Taphophobia', 'mountaineering', 'berths', 'phobias', 'silence'}"
202,Rebecca,Daphne du Maurier/Sally Beauman,4.23,1844080382,9.78E+12,en-US,441,179639,8119,12/01/07,Virago Press (UK),"{'Smugglers', 'Folklore'}"
203,The Prince of Tides,Pat Conroy,4.24,553381547,9.78E+12,eng,679,178717,3473,3/26/2002,Dial Press Trade Paperback,{'Twins'}
204,Christine,Stephen King/Marie Milpois,3.77,2253147699,9.78E+12,fre,411,178403,2088,6/13/2001,LGF,"{'Teenagers', 'Fiction', 'supernatural', 'Fiction'}"
205,Mrs. Dalloway,Virginia Woolf/Maureen Howard,3.79,151009988,9.78E+12,eng,194,176190,5595,10/28/2002,Houghton Mifflin Harcourt,"{'England', 'Regret', 'England', 'Wives', 'Literature', 'Lesbians'}"
206,A Separate Peace,John Knowles/David Levithan,3.57,743253973,9.78E+12,eng,208,175779,6261,9/30/2003,Scribner,{'Fiction'}
207,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501686,9.78E+12,eng,195,174482,3010,10/10/05,VIZ Media LLC,"{'Notebooks', 'Notebooks', 'Mangas', 'Fiction', 'Mort'}"
208,The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,451210859,9.78E+12,eng,463,173022,5139,08/05/03,Signet,"{'sociopaths', 'sociopaths', 'heroin', 'heroin'}"
209,Preludes & Nocturnes (The Sandman  #1),Neil Gaiman/Sam Kieth/Mike Dringenberg/Malcolm Jones III/Todd Klein/Karen  Berger,4.24,1563892278,9.78E+12,eng,233,171841,3781,12/01/98,Vertigo,"{'Dream', 'Literature'}"
210,Patriot Games (Jack Ryan  #1),Tom Clancy,4.14,425134350,9.78E+12,eng,503,170797,984,05/01/92,Berkley,{}
211,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,140424385,9.78E+12,eng,504,168559,2365,1/30/2003,Penguin Classics,"{'Adaptations', 'England', 'Canterbury', 'Poetry', 'Adaptations', 'Pollution', 'Grammar', 'England', 'Water'}"
212,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,805063897,9.78E+12,eng,240,168362,5762,05/01/02,Owl Books (Henry Holt),"{'Femme', 'Frauenarbeit', 'Frauenarbeit', 'Dienstleistungsgesellschaft', 'Armut', 'Poor', 'Armoede', 'Ubóstwo', 'Document', 'Dienstleistungsgesellschaft'}"
213,The Trial,Franz Kafka/Max Brod/Willa Muir/Edwin Muir,3.98,99428644,9.78E+12,eng,255,168300,3724,04/09/01,Vintage,"{'Readers', 'Trials', 'Readers', 'Literature', 'Totalitarianism', 'Totalitarianism'}"
214,A People's History of the United States,Howard Zinn,4.08,60838655,9.78E+12,eng,729,167321,4711,08/02/05,Harper Perennial,"{'History', 'Histoire', 'Geschichte', 'Historia', 'Historia', 'Civilisation', 'Civilización', 'mirror'}"
215,Franny and Zooey,J.D. Salinger,3.98,316769029,9.78E+12,eng,201,167157,4994,1/30/2001,Back Bay Books,{'Fiction'}
216,1776,David McCullough,4.07,743226720,9.78E+12,eng,386,166916,6243,07/04/06,Simon  Schuster,{'History'}
217,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.2,345418905,9.78E+12,eng,224,166574,2192,4/26/2005,Del Rey,{'Anachronism'}
218,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,3.92,618391118,9.78E+12,eng,386,166136,4750,11/15/2004,Houghton Mifflin Company,"{'silmaril', 'Elves', 'Fiction', 'Elves', 'fantasy', 'fantasy'}"
219,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,60589469,9.78E+12,eng,540,166046,6446,4/25/2006,HarperTorch,"{'Nonfiction', 'Philosophy', 'Journeys', 'Travel', 'Handicraft', 'Motorcycles', 'Biography'}"
